cmt_col,labels
"Tháng trước nước ngập tới háng , bi chừ thì không khí ô nhĩm ....",0
"Tình hình dịch bệnh đang rất phức tạp. Mọi người ra đường nhớ đeo khẩu trang. Ai sống một mặt thì đeo 1 cái, ai sống hai mặt thì đeo 2 cái. Còn ai sống như con kă.c. thì nên đeo bcs thay khẩu trang 😏😏😏",2
"Hương Quỳnh ai mà dạy đc T đâu e, tự T mà ra đó",0
Chúc anh eng bộ tộc nghỉ lễ vui vẻ nhé,0
Thoại Trần “ thâu” ông im mẹ nó ik” :))),1
Thèn em tui cũng bât kịp trend rồi 🤣🤣,0
Quá vui,0
Ba Cát Lượng mới phải chứ thầy,0
chuẩn nhá,0
ok a êiiiii,0
cãm ơn chị... Nhờ nghe chị nói mí bửa nay khó ỉa nay nghe xoq vô tụt cái thiệt là khỏe cái bụng,0
Đm chúng m k đi ngủ à...sống chậm thôi,0
Tâc nhiêng ông trân dân con manh khoe  .. chuc ông khoe con noi zui nghe...tâc nhiêng....ok vây la ca thê gioi quanh no luôn viêt nam pha tan đai luc thanh 6 nuoc tâc nhiêng Tran Dan noi nho Trump.....tâc nhiêng....BINH TRI TU BÊ...,0
"I love you chu cà mo
E iu a cho gờ....tay  😛",0
"bảo là đồng lòng tránh dịch mà bán khẩu trang và mì gói giá trên trời, học sinh thì sợ dịch hơn sợ bị phụ huynh gank vậy mà vẫn bắt đi học? thế mà bảo là đồng lòng tránh dịch à? thế là giết hại lẫn nhau ròii",0
Làm tui với😝,0
Thanh Tâm kkk,0
thương thầy quá . Nói thế cho gam có động lực ai ngờ :)),0
buồn của mỳ ý 😥,0
Nguyễn Thịnh quái vật 8 đầu dú,0
"Tiếc ziêng là tui ngon cơm , đi chợ bình thường",0
Anh cho hỏi tối nay bắn đúng ko ..... Mấy h vậy mấy bác,0
Tùng giỏi thực sự,0
Mấy ông được truyền máu,0
Em xin chia buồn với Hàn Quốc một đất nước thượng đẳng :((( nhưng em cũng muốn nói ditmevualonetaolam :))))),2
Buồn thật chứ,0
Thoi k gian Tom duoc Lao ay o Dau thien Di de Lao Thanh su,0
Tuk :)),0
tuổi trẻ ai chả có lúc thăng trầm ...,0
Đừng bao giờ khinh thường chủ tịch độ nhé các ông,0
Abe nóng quá,0
Tèo Tèo tú joker ;))),0
Chịu thầy dkm =)),0
Ở một diễn biến khác =)),0
Xin,0
"E bik là các a đã cố gắng lắm rồi nên bây h mình quên đi những điều ko vui mà nhận tiền thưởng rồi sau đó còn về nước, còn live stream cho các Fan xem nữa. Năm nay đến đây là hết nhưng năm sau có thể sẽ vươn xa. Đường còn dài, tương lai còn rộng mà.",0
Bình Bảnh Bao Thằng Cười năm nay có đánh không. chi 10k hay 20k đây. =]]],0
An ủi vl Thư Huỳnh tụi nó haha em kìa,0
"Sống chó thế , cách ly cả nhà nó ko sao , liên luỵ cả làng mới ghê",2
Chi 3 ơi con ếch chết vì  lổ mệng nha  chi 3 . Đời lên voi xuống cho mấy  hồi nhà chỉ 3,0
Giờ ghê răng lắm rồi,0
Nhanh tay lên mn,0
Hoàng Thanh Trung xin video vs ng ae,0
E đang học xem lén thầy và cái kết về nhà xem luôn 😂,0
"anh ơi theo e nghĩ là đâu phải có 1 mình a phải xét nghiệm ? cũng giống như đi bệnh viện vậy, phải chờ tới lượt chứ nhỉ? làm như có mình anh v mà đòi cái gì cũng nhanh. mệt lon quá",2
Giao va cho a xin 1tram do coi,0
Xaolol riết quen cô Ba ơi,2
Vinh Vo bún real,0
♡,0
Trái đất lúc này.,0
Tùng h chỉ làm tóc giả hc dùng Max Hair thôi,0
tém lại thầy ơi :'(,0
Abe chơi dơ,2
0.01% mà bạn êi,0
Yeu coô quá.,0
Giờ phút hạn chế đi du lịch đi trời...,0
Có thêm vài người như nhung thì toang.,1
Bạn nữ nào âm đạo dãn rộng thâm đen,1
Nghe yếu sinh lí nhưng lại yếu cả địa văn,0
Chúc ông luôn khỏe,0
Ông thầy số hưởng và...,0
Chị nói hay thế,0
Huyền thoại mẹ rồi thầy ơi,0
.....,0
fan cứng?? thầy lồn cho tao fan cứng chúng mày ạ .. yêu thầy dấu bé ba = )),2
Chết trong sự dễ thươngggg :<<<<<,0
Huỳnh Đạt haha 😂,0
"đồng hóa từ từ, ai cũng nhìn ra, trừ 3 triệu con bò :v cơ mà ai cũng sợ bóc lịch nên thôi cam chịu vậy :V",2
Má ăn mặc đeo giống ai,1
Lớ ngớ phát đẹp trai luôn,0
Và đây là a độ trông con khi chị trang đi vắng🤣🤣🤣,0
thầy ba đẹp trai thật mọi người ạ <3 ashe quán quân,0
Công nhận,0
":""(",0
Chắc chăn là cá già nên chết,0
"Dẻo vang nhieu qua vay minh hieu, em đẹp qua, khi nào di my vay em. Di khi nào ve vay em",0
Nguyên tắc bất di bất dịch của nhân dân ta khi tham gia giao thông:,0
"T muốn coi qá, nhưng sợ nên ngỉ phẻ. Đỡ tốn tiền 🤣",0
Ở Hà Nội đánh nhau như phim trung quốc chắc đạo diễn báo CA rồi nên không có đi kiểm tra. Có quay cả cờ vô nữa bảo đảm tụi trung quốc không làm phim này,0
"Đã là gì :"">",0
Hoang lan ....thuộc đặc trị corona của ông lan day roi,0
Nản ngực giá bao nhiêu vậy chị,0
Thu Thảo thế thì bọn bác sỹ này phải đi học lại...,0
Đây là cách bạn muốn khoe cả 2 cái quần vừa mới mua 🥴,0
15p nuac gặp a iu,0
"Có những ""phản động""đấu tranh ntn Hải mới đc sống đến ngày nay.mong tất cả đều bình an😍",0
Hồ Hoàng Thảo Nhi Vân Đinh Thảo Trân Khánh Nguyễn Trân nói vậy thì 700k của Ruồi coi như bỏ k r :)))),0
Minh Đức ho thôi chứ hay thì em k có nha,0
Hà Ngọc Nguyễn Linh Ngọc Vũ Phạm Thanh Chúc Phạm Nhi Vũ Hưng Vũ Phan Yến Nhi,0
"tiêu thụ bia nhiều nhất, trẻ trâu nhiều nhất :))",1
23:28 chị thấy cái đó là xĩu 3 ngày,0
Lê Minh Tuấn k bt đc xuất viện k,0
Trung Anhh Ngọc Thảo mới đọc đến 32 h đã lên 34 r nè nhanh quá huhuu,0
chặt cuu,1
!!!,0
Nghe chửi như nghe truyện hài,0
Lên báo miết mốt anh bị đô thị hốt vì hớt tóc không có tiệm đàng hoàng bây giờ .,0
"Tuan Quoc so sánh vs con gái, chửi con gái ngta đ* này đ* nọ, đéo biết mày có cc không nữa, hay não toàn phân bò",2
Xem mà tức ngày xưa táo quân thì chủ đề là tệ nạn này nọ bây giờ thì nói về game 2 năm nay xem mà chả thấy hay gì chán,0
ko có vần mà,0
M im đi add,2
vừa mới nói xg,0
Đc vãi,0
Tối có stream k tộc trưởng ưi nhớ quá,0
Đm mày,2
Mật danh susan trong phim mr bean là có thật =)),0
"không hèn không phải là cộng sản, tội đồ sớm có quả báo nhãn tiền.",2
được của ló,0
Ai muốn thoát kiếp,0
Nguyễn Tiệp rep ne`,0
đã đảo Hàn xẻng bị CS mua chuộc treo cờ máu!!! bên cali mà bắt chước treo thế này chắc nhiều ông bà đứt gân máu tăng xong chết quá 🥶,2
mày không thể nuôi được đam mê,0
KLq mới bạn thi xong và chuẩn bị Trường nào học vậy,0
Tập  này  có  cô mik hiếu hài  quá  trời  hài... Vui ơi  là  vui.... Thương  cô ghê,0
Bó tay Anh phóng viên🙈,0
hỏi ngu xíu: tiền môi trường làm sao cản đc UV từ mặt trời chiếu xuống? e ko biết thật! e chấp nhận nge chửi để khôn ra :D,0
"Nói thật nha con cách nói chuyện giả tạo vô cùng luôn, còn về phần nước hoa thì ai là người có sở thích sưu tầm nước hoa thì sẽ hiểu.? Ko có nước hoa chính hãng nào dưới 1tr cả cho dù có sale mấy còn 800 900k củng là các dòng các hãng khác thôi đừng bao giờ tin là nước hoa singapor. Còn ko tin thì mua thử đi rồi sẽ biết. Bán đồ giả làm ăn dối trá mà còn lên nói chuyện như mình là người vô tội",0
Ly Ly up lên liền 😉,0
Đúng là giang hồ vui 🙂,0
Văn Nguyễn thiệt  mua về 2 chai.h vứt nè,0
Bộ mà ko dc phép của chính phủ. Của Bộ chính trị thì bố của bộ cug đéo dám quyết !,2
K-ATM cũng được làm ca sĩ,0
sao em chưa được fan cứng nhỉ =((,0
"Truong Anh cả dân VN đều biết, chắc ăn gian lách được luật =)).",0
Cái bút 🤣🤣 hài vlin,0
Trung nút vàng bá dơ,0
Đù mẹ.,1
Vl cô 3 vàng Ngọc giới tính gì vậy,2
KDA đẹp nhất❤❤,0
Sena ám bỏ mẹ,2
Bắt cái đầu mấy con cờ hó tung tin tào lao đập cho phát,2
nhìn có vẻ mắt iphone nhưg thật ra là mắt mixi 🤣,0
Chậm thôi các ông...,0
❤❤ 😞😞,0
Em thích nhất đoạn đầu😊,0
Khúc cuối anh cười cảm động thực sự,0
"Thằng áp dê ngon thì nói cho thiên hạ biết đi, hay đi làm Thông ngôn cmn đi",1
"Thic bài viết này gê,nhưg chỉ có nhữg nguoi wan tâm tới chíh trị mới like thui mà ở vn ng hiểu chính trị thì rất ít",0
Dk me khong biet tang thue moi truong de lam gi ?,1
Làm sao để thoát ra khỏi nhưng suy nghĩ trong đầu,0
Tân AK xin video ạ,0
Hoàng Thiện em xin clip được không bác .-.,0
Ninh Trần cover liền 😂😂,0
"Rickit vn vd lắm, ko đùa dc đâu",0
idol của tui,0
Uyên giàu sao ko ở bên Anh chữa mà về VN,0
Em chưa đủ 18 mà làm một đứa thì sợ mọi người có trầm trồ quá không anh?,0
"nhỏ nầy nói chuyện ngong cuồng ,mày có làm đc hôn",1
Văn Tuấn Mai nước hoa như nước sông vậy đó mà nói chuyện xạo lồn,2
Nam Dong Giang cá basa,0
thầy park trốn phỏng vấn đi gặp nữ y tá người nhật trợ tim rồi,0
Phụng Phèo Lina Nhi này lương cao nè các friends,0
Phương Minn chắc do giọng luyến vs lại cao,0
Đừng qua chùa hà thăm a nhá =))),0
Hài,0
Lê Ngọc Đức,0
12h đêm cừi như 1 con điên😂😂😂🤣🤣,0
Thuykieu Tran chán cực phí tiền . T dễ tính vđ xem xong toàn ngủ,1
Ủa rồi ai muốn yêu mình cả đời dị ! Chồng tương lai ơi anh lên tiếng đi :)))),0
Ăn nên làm ra là phải ĐẦU TƯ 👏🏿👏🏿👏🏿👏🏿,0
Ăn cướp trắng trợn,1
Dương Dương mất nhận thức hả,0
so vs ông này thì sao thầy 🤣,0
việt e tuấn hưng nên sợ đ ai? :))),0
Nỗ lực để lấy thằng giàu là dc,0
triết lí,0
Giàu như miến vãi nhà t,0
Cực kỳ thuyết phục!,0
công nhận giống y đúc. khác mỗi cái mặt,0
"Khoai Lang có vụ đấy mà ông ơi, người hàn nói tiếng việt cái gì",0
Bớ người ta tư bản hùa bưng bô tung hô CS :)),2
Ám ảnh thật sự,0
"Ai đúng ai sai, kết cuộc sẽ rõ. Mọi người nhìn sự việc theo quan điểm riêng của mình, không hẳn là khách quan! Hãy đợi xem sao?",0
Hi vọng Nhung mau khỏi và sớm đoàn tụ với tổ tiên !,2
TROI UI BA BEDE NAY CHICH HOC MON NHIEU WA NEN BI KHUNG VA NO BANH XAC ...HAH HAH,2
"I lớp du chu cờ mo, Em iu anh cho gờ koo",0
Bảo Yến t chửi m láo vcl,2
Hi vọng chị Trang k nghe được câu chuyện này,0
Ninh Trần a ăn cơm vs cá kho chưaaa 🤣,0
Lê Huyền má quá đáng ghê á :)))))),0
Hình như anh này CEO C Group này :3 từng tuyên bố thiết kế điện thoại made in Vietnam mà mình chờ mãi ko thấy,0
Hàng hiệu chuẩn cao bằng đấy nhé:)),0
ai lớp du chu cà mo co Minh Híu,0
Dân InDo chuẩn,0
"Chị pa còn trinh có cây đinh chính giữa, Chị pa đẹp gái có 2 hòn dái 2 bên",2
Khi mày nhìn thấy thuốc lào 🙆,0
Lưu Tuyền sắp đến mùa rồi cô ạ ai rủ buôn đừng buôn 😞,0
"Cố lên, sắp vượt pháp rồi... Tự hào 2 chữ cái vn! Hehe",0
chuỵ ba xạo lồn :)),2
:( v,0
Quả tóc ko lẫn đi đâu được :)),0
Vừa đọc thấy vậy á,0
"Lúc hoạn nạn đấm nhau với mẽo ko thấy ai . Giờ phất lên 1 cái ai cũng muốn khoác tay làm bạn , cái thế giới này có kinh tế trong tay nó sướng là thế đấy",1
Nguyễn Đăng Khoa thg học trò l này :))),0
nói dối làm tim tan nats,0
Minh Hiếu nói chuyện thật thà lắm .,0
Chú hùng và cô tư nha thì ra là hư cấu như nhân vật bác ba phi,0
Đang thèm 1 đứa mà chợt nhận ra mình còn chưa có ny,0
Hí anh em ❤,0
Thanh Tú hay thì chắc nhiều đứa ý bị ngắn lưỡi =))),0
Chỉ có mấy con thùng thần khùng và vô học mới khen hay và mùi đả lớn mà nói tuc mà mọi người còn cổ vủ hay tôi tinh toàn bị hư học coi đi đồng nay sắp lắc đi,2
Tết nay,0
"@Tiktok Official nói k lại rooid phán là chó hùa. T chúng tao đang nói đây đéo phải hàng real. Bớt xl lại. Đéo có fan của ai đây hết. Bán vậy rồi nghiệp quật. Thử nghỉ cha mẹ bây uống thuốc chống đột quỵ.... Mà trúng thuốc giả rồi k có tác dụng rồi sao. Đéo biết suy nghỉ. Ừ hàng giả nói giả. Rẻ cũng chạy. Bày đặt real, hàng pháp .... Xạo l",1
Đất nước ko phải của riêng một đảng phái nào,0
Kệ nó đi .mùa dịch bệnh đang lo cho mọi người tâm trí đâu mà hóng ba chuyện tào lao,0
chán lol mẹ,1
Chịu thầy dkm =)),2
Thằng điên văn vở câu like rẻ tiền----CÚT,2
"Tôi ko nghĩ như vậy, hành động bỏ giáp rút lui trước những người biểu tình quá khích ở Bình Thuận là hành động khôn ngoan. Với dân là vậy, còn với quá kích thì đây:",0
"Cai lol me tui may nhìn đi , tui mày nhin cho ki anh ba chỉ làm dc một lần nv thôi , dc chưa , cđm tui mày",2
T đã dự đoán trước nha ae,0
Anh em thấy ông già mình lớn đầu còn ăn kẹo,0
"đéo quan tâm,làm tới 10 đời nữa éo biết đủ tiền 1/10 chiếc xe không 😂",0
Văn Thị Cẩm Vân con sam ý hả bạn ? Mình thấy ngon mà ta ! Nhưng có ngon mình cũng ko dám ăn lần nữa vì sợ bị nhầm thì toi 😭,0
M nghĩ lần này lọt top trending là do mng quá ngóng một sản phẩm mới từ jack,0
Tại sao K-ICM được coi là ca sĩ !!!!,0
Chị đẹp quá chị ơi chửi linh cá lóc đi chị mà em rất thích những người mà chửi linh cá lóc lắm mà nghe đã lắm chị em đặng chị 4 like new luôn,0
Nhìn mặt cụ chắc vào đảng của rằm tháng 7 ^^,0
V: ai đó giải thích cho em cái gì ló ra đằng sau kia,0
Đạt chân có vẻ nuột nhưng tay kìa,0
"ong Tran Dan dang nhay dam ,chu hkong phai mua vo lol",0
"Nghe theo tuyên truyền còn đảng còn mình, bọn chúng nghĩ như vậy nên ra sức phấn đấu làm trâu chó ngựa cho người ta sai bảo.",2
"Thật ác độc quá đi,ảnh chỉ mất show thời corona ạm thời thôi",0
rất tiếc là không đủ số phiếu để luận tội bà carie LAM.,0
anh độ nhìn giống châu tinh trì vl :))),0
Nghỉ hè luôn,0
Được anh ưii,0
Đm ad phản lại cái động. Là công an thì có quyền nhé. Đéo biết gì lại còn nguy hiểm. Sửu nhi,2
Ad m éo làm đc cái chi mà tối ngày đi vạch lá tìm sâu mà nói! Có tài thì bỏ face và làm j đó thực tế đi.,2
cú có Gai🤣,1
Những cmt đàng hoàng mà chửi ngta thì sẽ giảm fan nhiều,0
Haha vậy là bạn không biết thì đừng la lớn,0
Xin cụ Lân,0
Đc của ló,0
Đúng rồi cô ơi cô mình hiếu yêu cô 😍😍😍😍😍,0
Kg có tiền sao sữa soạn dc chị,0
khóc nhè đi ad :v,0
Ở nhà nó lụi vô đại cười rớt nước mắt,0
chúc mừng năm mới,0
Bản tin rau muống cho hay tham nhũng đã được chặn ko cho dân phát hiện nữa 😌😌😌,2
Thảo Đào Văn anh khôn thế thế cx giầu với nhau thag nào lm sếp thag nào lm công nhân hả a,0
Anh hoàng lân này hết việc để nói xàm,0
Ctr mời Nguyễn thanh thanh & my Nguyễn nha,0
"coi mà cười muốn  xĩu , dễ thương hết sức",0
chi xinh quá e la fank cua chi đó ạ...fb chi la gì,0
Phạm Thanh chắc có mình Nhung bệnh trên máy bay k b? Mình chỉ hỏi là có chắc 100% k thôi chứ sai lè mình chả bênh.,0
Tấu hài vcl,0
Sao ko họp từ sáng đi mà lại họp chiều vậy. Bộ muốn họp chiều để dc nghĩ sớm hé,0
Dùng dầu gội clear auto toạch chuỗi nha mấy đứa điển hình là thầy giáo ba,0
Khánh Vân trêu tí thôi đừng cáu nhé 😁😁,0
Du học Úc à nghen 😇,0
"ghét nhất là mấy khúc như vậy, AiLan Huynh @sandyh Sandyhuynh Hangxáchtay-us Chè Nguyễn",0
Xao lôn k co gi vui ..chung ta k nen xao lon..,1
"Nghe bác Trần Dần nói hay, hợp lý vậy mà mọi người chọc quê bác vậy..? Trời có mắt đó nghe mọi người",0
Sao bữa giờ ko ai cập nhập tình hình dịch trung quốc hết v,0
Trần Thanh Tâm chia sẻ đi,0
lên chức để nhét con cháu vào thây bã... bã ko bỏ chức đó nên đuổi luôn :3,1
link đâu con mẹ m,1
Ngânn Lào Keyyy =)),0
kkkk,0
"Tàu hũ in tiền sang VN gom đất, nhà, vàng và mua chuộc chó với đầy tớ",2
k thể tin nổi.thế giới trẻ vn đã đi trước thời đại hẳn hơi lâu à,0
Oke abe <3,0
Sống chậm thôiii :(,0
Anh nói hay ghê á :33,0
"Đù, nhậu có tró canh chờ ăn chè luôn. Ngon!",0
"nhà con đó tài sản cũng khá khá đó, khỏi cần phạt tù, cứ bắt nó nộp phạt bằng với số tiền TP bỏ ra đc rồi :))",0
"Anh dần lên sóng nhiều chút,,,chứ ở nhà ko đi đâu buồn quá",0
Anh tôi đang gánh teamn sệ dái :v,0
Quân Lê,0
Phương Nam 1 hộp 500k bán ko?,0
Trường,0
Lươn khươn kiểu cao lãnh 🤣,0
Cô Minh Hiếu dethw quá à 🥰,0
còn trận cuối anh êi,0
"Cần gì phải quyết định, trc h vỉa hè ng dân hàng tháng vẫn nộp phí đều cho công an rồi đó thôi.",0
Duy Trần xin link ytb,0
MC cười tỏa náng thiệt,0
Có con gái thật tuyệt,0
Nguyễn Trọng Thái :(( nhân giống,0
"Chán ăn, suy nhược cơ thể,",0
Cao Bằng nơi sinh ra những nhân tài toán học,0
Nghe có vẻ đáng yêu nhunge lại raats dễ thương,0
- Hợp lí vll bạnnn iu Thảo Ngân ❤️,0
mike thuý :)),0
Cứ tính ngìn tỷ đkm sợ thật,1
Lộc đến từ cao lãnh😂,0
Nguyễn Thị Hường Ông ý cũng lẩm cẩm ưa chi nói nấy nên nhiều ae chế nhạc hài coi vui lắm,0
PhẠm mạng của bạn thế nào ấy chư :v,0
Ngô Kì Long thì sao ??,0
Nguyễn Võ Hữu Châu cẩn thận mất việc nhé con,0
Seri ảnh cưới đc nhiều người xem nhất,0
Nguyễn Hoàng Anh Tú thế thì ăn cứt đi chứ đừg để chết vì cô rô na,2
Vkl đúng một ổ dlv đang thủ dâm tinh thần với nhau. Tôi ngưỡng mộ a phan anh quá. Còn nhà nước hả. Một nghìn tôi cũng ko đóng góp. Vì tôi quá hiểu bản chất chính quền vn rồi.,2
DIễn tập chống khủng bố ở Sài Gòn.,1
"Cần cấm tuyệt đối k cho nước ngoài sang mik,mik k sang nước ngoài nữa,k thành ổ dịch mất,bữa rài theo dõi toàn người nước mik mang dịch từ nước ngoài ghê quá trời Võ Hồng Gấm",0
Trung Minh đã c.bi dụng cụ trang điểm mùa dịch chua,0
CHỊ BA  SỐNG LANG THANG NGOÀI ĐƯỜNG TỘI CHỊ BA QÚA,2
Makeup rồi bịch khẩu trang lại hả chị Sô Cô La,0
@Tủn 3K lấy vd chanel bleu đi giá thị trường 2tr livestream nó bán 200k 300k nhiều lúc tặng thêm chai nửa....bán lần cả lố bây nghĩ đi của ong nội nó đổ ra cho ha Gì. Lấy cái não dùng đi,2
Hello thầy,0
Còn tốt lắm 👏 😂,0
Làm ăn như cc,1
Nếu tính như các nc tiên tiến thì lấy đâu ra tiền để con dịnh cư ở mỹ,0
Phú Không Tên 🤣 đôn lên sf+ rep+ cho dễ bán hả haha,0
Thành Học Nguyễn Huy r về lây cho ae,0
"Sau đó thấy mọi người nhắc Trần Dần quá trời, lên mạng tìm hiểu mới biết",0
Chị Trang ơi chị Trang,0
T lấy hh Sett 😂😂🤣,0
Xin nhà tiên tri đoán xem dịch covid 19 này 3/ ở Mỹ ngoẻo mấy em 😊😊😂😂😂,0
Gặp trường hợp này e thường chạy qua bàn khác :3,0
...,0
Nghe có vẻ Xe Mẹt Xịt đấy nhưng lại rất Mi Xi,0
"Bên a cần tuyển vài ae đi phụ hồ nhé, mấy em lh cho a...trượt TN hay ĐH k chết đc, chỉ có thất nghiệp thì mới chết thôi mấy e à :))))))))",0
lương tâm liệu có còn không khi mọi thứ phải quy định ra bằng tiền,0
Chị em mà,0
Tui thề anh Lân nhịn cười kinh thật,0
"Thi tốt nghiệp cũng sắp xong rồi, các bạn có rớt cũng đừng buồn. Ngày xưa mình rớt tốt nghiệp vì thiếu 0,25đ và không được dự thi ĐH, buồn chán và thất vọng nhưng mình không từ bỏ, sau 1 năm phải làm thêm để kiếm tiền ôn thi và thi lại. Cuối cùng ông t",0
chiu,0
Trịnh Nam Long Mái ấm tình thương :))),0
Từ từ 😂,0
200kg chắc mang quần này mới vừa,0
Hư cả một thế hệ..,1
Đu ma ba,2
@Đại Phu Miền tây nói ngọng chữ V thành qu chứ chữ gốc là đi văng hoặc li văng chứ không ai viết là quăng cả.,0
"Lệ Hằng mới chơi lô tô ăn nha, mai em lóc mỡ chị",0
Ở VN thì biết bọn nó bắn về phía nào rồi đó bác!,0
Toàn những ông vua k ngai nhưng đầy quyền lực và đặc biệt rất giàu..,0
Phương Nam 1 hộp bán nhiêu ?,0
Chơi mua mấy mô hình đồ chơi khoảng từ triệu đến chục triệu,0
Bé Ba vailone:))),2
Đc của ló,0
@Hung Nguyen cờ vàng gặp covid là chết chắc ..còn nd VN có đảng lo rồi.👍🇻🇳,0
Sao lon,2
Cái thẻ ngành cứ photo lại cũng cầm đc cả tỉ bạc đấy,0
Idol,0
call me Ppoong mày là người của 3/// hả? T nói k đúng sao? Phản động chả lẻ pải được tôn trọng sao.,2
Dân streetwear nhìn phát biết phối đồ của thằng đằng sau đẹp vc luôn :))),0
Lan Cong còn ạ. Rep ib hộ e nhaa,0
Ôi cái đất nc tôi,0
Thắm ơi. Chị ( em ) cho xin ít ìno đc k:))) đi làm về mệt chửi nhau tí cho vui.thề là hâm mộ giọng văn của chị (em ) quá :)))) đtcđ,0
Tú bảnh dạy dỗ đàn em Trung sky :D,0
Review đề thi toán chiều nay : phòng thi nóng vcc đc cái giám thị xinh và đề cx dễ( hơn năm ngoái ) nên cx khá ok,1
Chứ hàng thiệt kiểu gì mua mấy trăm nghìn rồi còn tặng thêm 1 chai =)),0
8h sáng cũng phải lên luôn nhaaa,0
"Tôi cũng đọc ,thật tuyệt vời dưới ngòi bút tác giả .Vũ Thư Thiên ông đã để lại cho đời một tác phẩm bất hủ và gần như là một quyển sách lịch sử hay nhất tôi từng đọc",0
Phạm Văn Lộc lên nghỉ?,0
DM...thèng assmin cút qua Dubai sống đi mày...( tao đi lãnh 3 củ đây),2
"Cảm thấy ngột ngạt quá thì đưa a vào rừng ở, ở đấy không khí trong lành tha hồ mà a tận hưởng.",2
vcl :)))),0
3k và 38 người. Con số đã nói lên tất cả. Tỉ lệ này là 99% Không đồng ý và chỉ có 1% đồng ý. haha Đâu bao giờ dám trưng cầu dân ý.,2
Ghi Ta t mắc ỉ4 everywhere đi đâu cũng mắc ẻ mà gặp mấy này ôi thôi 😞,0
Bữa cơm gia đình 🙂 thíc thật ấy,0
"Dơ dái, bẩn thiểu, hèn hạ, hạ cấp. Ghê tởm",2
Trần Đặng Thái Sơn tên phim sẽ phải là ĐỊT MẸ Về nhà=)),2
"con hàng này ngon quá, t sục 5 phút bắn cmm rồi",1
Bạn lữ tên trang,0
"Cái này là nta nói mấy người ỉa mất lịch sự, dơ dáy ha, còn chị chỉ là mắc ỉa thôi, chứ luôn sạch sẽ nha.",0
Thân? Chửi học trò như 1 con chó... Thương cái lồl..,1
Trước khi tìm được người đàn ông của đời mình chúng ta vẫn nghĩ rằng chúng ta thích con gái . Không sao hãy cố gắng tím lấy người đàn ông đẩy ngu giống bạn :)),0
Mh o California mun kết bn zalo voi châu. 0919677682.châu kết bn mh nhe,0
Nam Nam IB KÍN,0
Sáng thì 35 chiều 38 hoang mang quá,0
Quả múa chung được phết thầy ạ :v,0
con mẹ mày chửi anh độ,2
Yeu thay,0
Còn thằng b Phạm em lớp 15 rồi mà éo ai yêu..,0
Đã bắt đc susan0175 :v,0
Bùi Nga Quỳnh Anh chán chị :(,0
"Bất cần đời, but cần em :3",0
Để đây và ko nói gì,0
Lx má cười ỉa :))),0
và để chế độ,0
Tâm thần,1
"Nguyễn Thị Hương bảo sao thuê hẳn chuyên cơ riêng, hoá ra em chồng :))))",0
Tùng đẹp trai :^)),0
ờ. Trước ông bác mình đi chùa thế là bị chim ỉa. Lúc đó ổng bảo lộc lá gì đó. Mãi sau mình ms biết,0
Cho nó cướp đê. Mai mốt có gái TQ để chịch. Ngu vl vừa thôi.,1
Thương Thương 😂😂,0
Khéo nhung lại bị người khác lây sang 😂,0
Nguy hiem wa😕,0
Liên oanh xem lip này chăk bả cười ỉa,0
Linh Nguyen trend này hình như có lâu lắm r nhỉ =)))),0
Bên ngoài tóc đẹp bên trong nhiều tiền,0
Phạm Lê Chiến Tuyến thoii tự giác ở nhà,0
@Anh Anh Anh bả hk giống con ba vàng ngọc đâu mà gửi car haha,0
Tỉnh nào báo cáo chống tham nhũng cũng đẹp không riêng gì Sóc trăng,0
là rõ :))),0
Các Chị gục ngã là do ăn thức ăn của Mixi 🤩,0
Con chừng bị xử bắn,0
Hoai Thuong Bui tụt ra chắc còn đẹp hơn :(( nhìn ứa gan thế kb,0
Lừa gạt minh hieu,0
Tuaz Hunq chữ G của thầy trong game là GG,0
Hay lắm a ơi,0
Vũ Thanh Huyền ngta cũng đâu muốn đâu bạn,0
Về đây bên Abe nha mấy đứa,0
anh lân hỏi toàn câu hóc búa và trot tên dần này .lão lại càng lên cơn thần kinh nặng hơn .nước mỹ chưa có thuốc trị bệnh thần kinh cho trần dần thì chữa làm sao virus19 được kkkk,2
tưởng thầy chuyển qua đóng phim này chứ :),0
Thu đi để lại lá vàng nhunh đến gửi ngàn lời yêu thương,0
Chỗ này ở đâu ấy ae nhỉ :v,0
Vì sao RedBull thắng thế ?,0
Trần Long hahahaha,0
Cô dễ thương quá ! 🥰,0
con le le đánh rấm thỏi kèn nà ni???,0
Nguyễn Quang Phụng ừ,0
Sung ban kg chung tui muon thu duoc kg tui ban kg trung thi ong lay mang tui do tao lao thu kg dien moi nghe ong 9mm ban chet kg do dien ba chon wa,0
Mọi người đều ung hộ chị minh hiểu tẩy chay chị Ba đi,0
Láo nhể.tôi đi chưa bị bao h,0
Hông có chị kia hả,0
Ai cho t biết nhạc n ntn k 🤦‍♀️,0
Trả fan cứng cho e a ơi,0
😬,0
Hùng Anh khiếp,0
Buồn vui đã có tú abe à,0
duo với levi khác hẳn so với tiểu levi :)),0
Phat cay cú...kkk,0
Nghe nói em thích người đàn ông cuốn hút,0
có cái tàu xấu xấu bẩn bẩn k đk thử nghiệm mà nhặng cả lên =))),0
"Sao chi ba,có hàm rau,ngô quá",0
Lam Pham Ai Chau add e vs cj ưiiii,0
Nguyễn Đình Tuyên hahaa lạc hậu,0
bác học anh bar ?,0
